interest,topic,difficulty,learning_step_order,learning_step,description,domain_id
DevOps,Advanced Automated Canary Deployments Implementation,Intermediate,96,Advanced Automated Canary Deployments Implementation,"Master Automated Canary Deployments to build robust, industry-level DevOps projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",6
DevOps,Advanced Policy as Code (OPA) Implementation,Intermediate,97,Advanced Policy as Code (OPA) Implementation,"Master Policy as Code (OPA) to build robust, industry-level DevOps projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",6
DevOps,Advanced Blue-Green Strategies Implementation,Intermediate,98,Advanced Blue-Green Strategies Implementation,"Master Blue-Green Strategies to build robust, industry-level DevOps projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",6
DevOps,Advanced Observability Frameworks Implementation,Intermediate,99,Advanced Observability Frameworks Implementation,"Master Observability Frameworks to build robust, industry-level DevOps projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",6
DevOps,Advanced Infrastructure Drift Detection Implementation,Intermediate,100,Advanced Infrastructure Drift Detection Implementation,"Master Infrastructure Drift Detection to build robust, industry-level DevOps projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",6
Game Development,Intro to Game Dev,Beginner,1,Intro to Game Dev,"Understanding game loops, rendering, and physics engines.",7
Game Development,C# for Unity,Beginner,2,C# for Unity,Learning the primary language for professional game development.,7
Game Development,Unity Interface,Beginner,3,Unity Interface,"Navigating the scene view, inspector, and project structure.",7
Game Development,2D Game Mechanics,Beginner,4,2D Game Mechanics,"Building platformers, sprites, and 2D physics.",7
Game Development,3D Modeling & Texturing,Beginner,5,3D Modeling & Texturing,Basics of creating 3D assets for games.,7
Game Development,Unreal Engine & C++,Beginner,6,Unreal Engine & C++,High-performance game development with Unreal.,7
Game Development,Game AI Basics,Beginner,7,Game AI Basics,Implementing pathfinding and state machines for NPCs.,7
Game Development,Multiplayer Networking,Beginner,8,Multiplayer Networking,Synchronizing game state across multiple players.,7
Game Development,Mobile Game Optimization,Beginner,9,Mobile Game Optimization,Ensuring smooth performance on low-power devices.,7
Game Development,Game Publishing,Beginner,10,Game Publishing,"Distributing games on Steam, itch.io, and app stores.",7
Game Development,Shader Programming,Beginner,11,Shader Programming,"Master Shader Programming to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",7
Game Development,Physics Engine Tuning,Beginner,12,Physics Engine Tuning,"Master Physics Engine Tuning to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",7
Game Development,Procedural Content Generation,Beginner,13,Procedural Content Generation,"Master Procedural Content Generation to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",7
Game Development,Spatial Audio Design,Beginner,14,Spatial Audio Design,"Master Spatial Audio Design to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",7
Game Development,Vulkan API Intro,Beginner,15,Vulkan API Intro,"Master Vulkan API Intro to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",7
Game Development,Ray Tracing Implementation,Foundational,16,Ray Tracing Implementation,"Master Ray Tracing Implementation to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",7
Game Development,Game State Serialization,Foundational,17,Game State Serialization,"Master Game State Serialization to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",7
Game Development,Advanced Particle Systems,Foundational,18,Advanced Particle Systems,"Master Advanced Particle Systems to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",7
Game Development,VR Locomotion Patterns,Foundational,19,VR Locomotion Patterns,"Master VR Locomotion Patterns to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",7
Game Development,Anti-cheat Systems,Foundational,20,Anti-cheat Systems,"Master Anti-cheat Systems to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",7
Game Development,Deep Dive: Shader Programming,Foundational,21,Deep Dive: Shader Programming,"Master Shader Programming to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",7
Game Development,Deep Dive: Physics Engine Tuning,Foundational,22,Deep Dive: Physics Engine Tuning,"Master Physics Engine Tuning to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",7
Game Development,Deep Dive: Procedural Content Generation,Foundational,23,Deep Dive: Procedural Content Generation,"Master Procedural Content Generation to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",7
Game Development,Deep Dive: Spatial Audio Design,Foundational,24,Deep Dive: Spatial Audio Design,"Master Spatial Audio Design to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",7
Game Development,Deep Dive: Vulkan API Intro,Foundational,25,Deep Dive: Vulkan API Intro,"Master Vulkan API Intro to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",7
Game Development,Deep Dive: Ray Tracing Implementation,Foundational,26,Deep Dive: Ray Tracing Implementation,"Master Ray Tracing Implementation to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",7
Game Development,Deep Dive: Game State Serialization,Foundational,27,Deep Dive: Game State Serialization,"Master Game State Serialization to build robust, industry-level Game Development projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",7
